index,latitude,longitude,cluster,subcluster
1,53.2165266,6.6295984,0,19
2,53.2181349,6.62784,0,9
3,53.2180047,6.6277473,0,9
4,53.2172906,6.6281667,0,47
5,53.2173948,6.62787,0,47
6,53.218119,6.6277975,0,10
7,53.2175637,6.6274227,0,10
8,53.2173911,6.6276892,0,58
9,53.2174117,6.6272162,0,58
10,53.2169587,6.6273548,0,20
11,53.2170171,6.6264562,0,20
12,53.2173706,6.6265331,0,36
13,53.2172663,6.6264743,0,36
14,53.2170933,6.6261816,0,0
15,53.2178021,6.6252293,0,0
16,53.2185617,6.6246057,0,35
17,53.2186311,6.6244372,0,35
18,53.217498,6.6250152,0,46
19,53.2175347,6.624724,0,46
20,53.2155385,6.6262283,0,39
21,53.2155905,6.6260811,0,39
22,53.218648,6.6242291,0,30
23,53.2181967,6.6241887,0,30
24,53.2154393,6.625188,0,7
25,53.2154029,6.6249425,0,7
26,53.2179057,6.6224045,0,14
27,53.2180284,6.6222418,0,14
28,53.2170479,6.6240083,0,60
29,53.2163719,6.6242566,0,60
30,53.2178324,6.6226366,0,12
31,53.2175559,6.6224736,0,12
32,53.2183971,6.6232324,0,27
33,53.2182742,6.6225917,0,27
34,53.2151809,6.6248204,0,53
35,53.2148983,6.6241406,0,53
36,53.2185309,6.6229145,0,21
37,53.2185756,6.6225167,0,21
38,53.2170627,6.6232134,0,43
39,53.2167983,6.6226869,0,43
40,53.2185771,6.6231846,0,52
41,53.2181559,6.6228602,0,52
42,53.2146506,6.6239044,0,28
43,53.2146506,6.6239044,0,28
44,53.2182493,6.6218444,0,6
45,53.2179852,6.6215513,0,6
46,53.2147917,6.6234043,0,55
47,53.2145727,6.6234386,0,55
48,53.2148068,6.6232574,0,61
49,53.2144455,6.6227977,0,61
50,53.2179048,6.6211878,0,66
51,53.217926,6.6209573,0,66
52,53.2180597,6.6211137,0,62
53,53.2175852,6.6210026,0,62
54,53.2175681,6.6212581,0,42
55,53.2172892,6.6212136,0,42
56,53.2142456,6.6227563,0,13
57,53.2143138,6.6226757,0,13
58,53.2174208,6.6210695,0,59
59,53.2174263,6.6203204,0,59
60,53.2440111,6.6395991,0,17
61,53.2445253,6.6398872,0,17
62,53.2449025,6.6406979,0,5
63,53.2454541,6.6414222,0,5
64,53.2458666,6.6422746,0,4
65,53.2459744,6.6425468,0,4
66,53.2465106,6.6433339,0,33
67,53.2466549,6.6434175,0,33
68,53.2468524,6.6445627,0,18
69,53.2472198,6.6451687,0,18
70,53.1965521,6.6410126,0,49
71,53.1964321,6.6409031,0,49
72,53.196395,6.6397527,0,69
73,53.1963291,6.6398725,0,69
74,53.1957592,6.6374231,0,32
75,53.1956523,6.6374049,0,32
76,53.1957575,6.6385665,0,50
77,53.1956413,6.638629,0,50
78,53.1957481,6.6396391,0,8
79,53.1956554,6.6395918,0,8
80,53.1950977,6.6401915,0,38
81,53.194933,6.6403074,0,38
82,53.1950952,6.6390747,0,68
83,53.1950762,6.638696,0,68
84,53.1952451,6.6405094,0,24
85,53.195106,6.6406423,0,24
86,53.1952205,6.6399419,0,23
87,53.1950073,6.6398535,0,23
88,53.1951909,6.6379794,0,56
89,53.1945103,6.6382154,0,56
90,53.1947305,6.6376471,0,51
91,53.1946012,6.6377341,0,51
92,53.1948897,6.6392002,0,29
93,53.194415,6.6396806,0,29
94,53.1948142,6.6386175,0,2
95,53.1924458,6.638158,0,2
96,53.1933519,6.6363578,0,37
97,53.193263,6.6362002,0,37
98,53.1928183,6.6372669,0,44
99,53.1926734,6.6375303,0,44
100,53.1927317,6.6374244,0,11
101,53.1926238,6.6373852,0,11
102,53.1922138,6.6374145,0,57
103,53.1922102,6.6373316,0,57
104,53.2578942,6.6352965,0,34
105,53.2583604,6.6359338,0,34
106,53.2582178,6.6341938,0,22
107,53.2582826,6.6342097,0,22
108,53.2593705,6.6376079,0,65
109,53.2601612,6.6391179,0,65
110,53.2606322,6.6475494,0,41
111,53.2606509,6.6475706,0,41
112,53.2607006,6.647468,0,1
113,53.2613142,6.6476326,0,1
114,53.2615612,6.6482843,0,25
115,53.2616889,6.6483188,0,25
116,53.2615969,6.649312,0,16
117,53.2620558,6.6492787,0,16
118,53.2619303,6.6496986,0,63
119,53.2621213,6.6498358,0,63
120,53.2622965,6.6490232,0,40
121,53.2626029,6.6496752,0,40
122,53.2627194,6.6499996,0,67
123,53.2629523,6.6505655,0,67
124,53.2624809,6.6512412,0,48
125,53.2633182,6.6513263,0,48
126,53.2591725,6.6721323,0,15
127,53.2593274,6.6730644,0,15
128,53.2592266,6.6737998,0,54
129,53.2592647,6.6739581,0,54
130,53.2592647,6.6739581,0,26
131,53.2596329,6.6744902,0,26
132,53.2593931,6.6743203,0,3
133,53.2591273,6.6746409,0,3
134,53.2598108,6.6754576,0,45
135,53.2601586,6.6751836,0,45
136,53.2602555,6.6746335,0,64
137,53.260914,6.6751102,0,64
138,53.2599358,6.6762435,0,31
139,53.2607575,6.6766021,0,31
1,52.1134974,11.0828307,1,49
2,52.0516576,11.1052184,1,49
3,52.111229,11.0674195,1,33
4,52.1112595,11.0673976,1,33
5,52.1085847,11.0612344,1,59
6,52.1111211,11.0618987,1,59
7,52.1108382,11.064384,1,0
8,52.1108382,11.064384,1,0
9,52.1108302,11.0679441,1,68
10,52.1113577,11.0660099,1,68
11,52.1116281,11.0643216,1,23
12,52.112001,11.0635862,1,23
13,52.1107164,11.0687452,1,19
14,52.1151879,11.0790403,1,19
15,52.1121524,11.0628352,1,63
16,52.112273,11.063083,1,63
17,52.1122004,11.0602843,1,43
18,52.1137498,11.0587144,1,43
19,52.0512341,11.1042659,1,61
20,52.0504108,11.1045548,1,61
21,52.1140528,11.0586848,1,40
22,52.1141222,11.0583103,1,40
23,52.1150852,11.0791695,1,45
24,52.1158967,11.0790277,1,45
25,52.1150679,11.0807484,1,30
26,52.1151486,11.0807066,1,30
27,52.115374,11.0789732,1,7
28,52.1154789,11.0796259,1,7
29,52.1152569,11.0794633,1,37
30,52.1154111,11.0798286,1,37
31,52.1145274,11.0596377,1,20
32,52.1146703,11.0598473,1,20
33,52.1147148,11.0589055,1,8
34,52.1146883,11.0585203,1,8
35,52.114051,11.060159,1,66
36,52.1146214,11.0599538,1,66
37,52.1136063,11.058135,1,60
38,52.113568,11.0579754,1,60
39,52.1139122,11.0585452,1,4
40,52.1143441,11.0586885,1,4
41,52.1142489,11.0592871,1,26
42,52.1141461,11.0589689,1,26
43,52.1141999,11.0603311,1,64
44,52.1141803,11.0596958,1,64
45,52.1133837,11.0596709,1,55
46,52.1133631,11.059255,1,55
47,52.1151871,11.0823838,1,31
48,52.1154293,11.0815055,1,31
49,52.1139416,11.0590865,1,16
50,52.1144571,11.0592607,1,16
51,52.0514261,11.1057694,1,2
52,52.0504698,11.1061036,1,2
53,52.1141844,11.060074,1,34
54,52.114528,11.0603365,1,34
55,52.1144319,11.0600092,1,46
56,52.1146575,11.0604765,1,46
57,52.1145671,11.0586074,1,13
58,52.1145671,11.0586074,1,13
59,52.1135166,11.0591939,1,52
60,52.114062,11.0593692,1,52
61,52.1158427,11.0815084,1,53
62,52.1159079,11.0814403,1,53
63,52.1138034,11.0591483,1,28
64,52.1138034,11.0591483,1,28
65,52.113957,11.0594298,1,25
66,52.1143533,11.0589395,1,25
67,52.0493848,11.1049383,1,67
68,52.0482307,11.1053341,1,67
69,52.1159666,11.0840417,1,56
70,52.1162084,11.0843104,1,56
71,52.1160774,11.0832673,1,39
72,52.1162316,11.0833864,1,39
73,52.1164401,11.0847627,1,50
74,52.1165115,11.0847545,1,50
75,52.116405,11.0828069,1,18
76,52.1165494,11.0831107,1,18
77,52.1161383,11.0844029,1,57
78,52.1163568,11.084805,1,57
79,52.1157337,11.0848456,1,3
80,52.116293,11.0843309,1,3
81,52.1164785,11.0836288,1,14
82,52.1165857,11.0838751,1,14
83,52.1163265,11.0831354,1,36
84,52.1165022,11.0826105,1,36
85,52.1158965,11.0845145,1,6
86,52.1163757,11.0838796,1,6
87,52.1158578,11.0857251,1,27
88,52.1160886,11.0856861,1,27
89,52.1161664,11.0854946,1,11
90,52.116275,11.0851493,1,11
91,52.0496523,11.1064355,1,32
92,52.0483376,11.1069245,1,32
93,52.115945,11.0829907,1,17
94,52.1161647,11.0831357,1,17
95,52.1162795,11.0587926,1,54
96,52.1168735,11.0589543,1,54
97,52.0472981,11.1056692,1,48
98,52.0473969,11.1072575,1,48
99,52.1166582,11.0579582,1,35
100,52.1167801,11.0581478,1,35
101,52.1168439,11.0585801,1,10
102,52.1174237,11.0587731,1,10
103,52.1174424,11.0591579,1,41
104,52.1178929,11.0589267,1,41
105,52.0462775,11.1060284,1,29
106,52.0452439,11.1064063,1,29
107,52.0466427,11.107078,1,65
108,52.0463713,11.1076301,1,65
109,52.1185959,11.0591557,1,69
110,52.1192783,11.0597629,1,69
111,52.0454853,11.1074972,1,15
112,52.0452529,11.1080134,1,15
113,52.1198367,11.0599615,1,5
114,52.1198367,11.0599615,1,5
115,52.0443349,11.1078542,1,38
116,52.0442661,11.1083067,1,38
117,51.9311186,11.0600666,1,24
118,51.930918,11.0598936,1,24
119,51.930773,11.0618743,1,51
120,51.9309648,11.0610495,1,9
121,51.9307343,11.0606288,1,9
122,51.9311011,11.058706,1,1
123,51.930877,11.0586688,1,1
124,51.9310694,11.0577457,1,22
125,51.9308247,11.0574428,1,22
126,51.9310317,11.0567588,1,58
127,51.9306173,11.0573529,1,58
128,51.9305494,11.0614134,1,21
129,51.9302029,11.0625961,1,21
130,51.9309907,11.0558657,1,12
131,51.9307813,11.0562587,1,12
132,51.9306604,11.0588316,1,62
133,51.9304709,11.0592736,1,62
134,51.9303084,11.0604639,1,44
135,51.93012,11.0602156,1,44
136,51.9302113,11.0580384,1,42
137,51.9300545,11.0585752,1,42
138,51.9304164,11.0577613,1,47
139,51.9299904,11.0569965,1,47
1,53.2191245,6.7387442,2,58
2,53.2203,6.7386626,2,58
3,53.219261,6.7381243,2,5
4,53.2190517,6.7375732,2,5
5,53.2192825,6.7376977,2,42
6,53.219763,6.7376182,2,42
7,53.1850214,6.7231214,2,41
8,53.1857007,6.7220515,2,41
9,53.1842879,6.721755,2,6
10,53.1842879,6.721755,2,6
11,53.1858456,6.7194761,2,16
12,53.1918856,6.6929448,2,17
13,53.19181,6.6928136,2,17
14,53.1918503,6.6923264,2,23
15,53.191831,6.692171,2,23
16,53.1928888,6.6918895,2,33
17,53.1929783,6.6918399,2,33
18,53.1928888,6.6918895,2,8
19,53.1926473,6.6910094,2,8
20,53.1914216,6.6902911,2,47
21,53.1912817,6.6901822,2,47
22,53.1925153,6.6905747,2,11
23,53.1926807,6.6903693,2,11
24,53.1925365,6.6902773,2,59
25,53.1925365,6.6902773,2,59
26,53.1913888,6.6898899,2,44
27,53.1925849,6.6895535,2,44
28,53.1923066,6.689633,2,27
29,53.1923762,6.6888798,2,27
30,53.1910796,6.6883273,2,45
31,53.1911642,6.6882172,2,45
32,53.1911064,6.6879009,2,14
33,53.190982,6.6877994,2,14
34,53.1923881,6.6887146,2,32
35,53.1921171,6.6879331,2,32
36,53.192131,6.6875968,2,46
37,53.1918384,6.6871011,2,46
38,53.1906124,6.6866679,2,65
39,53.1907168,6.6864882,2,65
40,53.1916426,6.6862805,2,38
41,53.1917096,6.6862626,2,38
42,53.1917291,6.6860588,2,0
43,53.1917027,6.685908,2,0
44,53.1918836,6.6863656,2,63
45,53.1917103,6.6861979,2,63
46,53.1906952,6.6865694,2,30
47,53.1902251,6.6846935,2,30
48,53.1904395,6.6845488,2,19
49,53.190278,6.6841046,2,19
50,53.1903051,6.6843576,2,35
51,53.189946,6.682531,2,35
52,53.1898203,6.6826925,2,67
53,53.1899468,6.6827194,2,67
54,53.1898265,6.6823665,2,10
55,53.1901216,6.6808931,2,10
56,53.2618085,6.6782217,2,51
57,53.2621386,6.6782273,2,51
58,53.2616089,6.6781316,2,52
59,53.2616299,6.6779635,2,52
60,53.261409,6.6778894,2,4
61,53.2615193,6.6778897,2,4
62,53.260288,6.6766247,2,26
63,53.2603126,6.6763935,2,26
64,52.0298483,10.882371,2,56
65,52.029011,10.885814,2,56
66,52.0265481,10.8851095,2,20
67,52.0273203,10.8853044,2,20
68,52.031096,10.8862302,2,64
69,52.030633,10.8863991,2,64
70,52.0304732,10.8860914,2,60
71,52.0302842,10.8861581,2,60
72,52.0239799,10.8848673,2,9
73,52.0249062,10.885478,2,9
74,52.0305226,10.8860533,2,68
75,52.0297474,10.8863122,2,68
76,52.0295647,10.8859334,2,54
77,52.0293599,10.8860688,2,54
78,52.0239799,10.8848671,2,29
79,52.0230416,10.885169,2,29
80,52.0255483,10.885126,2,49
81,52.0269022,10.8857734,2,49
82,52.0406238,10.8896569,2,21
83,52.0389871,10.8909873,2,21
84,52.038732,10.891936,2,43
85,52.0384632,10.8918942,2,43
86,52.0389034,10.8920357,2,37
87,52.0392047,10.8924764,2,37
88,52.0381202,10.8919663,2,7
89,52.0378897,10.8922386,2,7
90,52.0376191,10.8921907,2,22
91,52.0378994,10.8926817,2,22
92,52.0376289,10.8924102,2,13
93,52.0377657,10.8926204,2,13
94,52.0386082,10.8929145,2,31
95,52.0384235,10.8931675,2,31
96,52.0385254,10.8927489,2,39
97,52.0382223,10.8931347,2,39
98,52.0387617,10.8927707,2,57
99,52.0387637,10.8930916,2,57
100,52.0380599,10.8929614,2,62
101,52.0383355,10.8932063,2,62
102,52.0393184,10.8935803,2,48
103,52.0393047,10.8937392,2,48
104,52.0388302,10.893976,2,1
105,52.0380349,10.8939037,2,1
106,52.0384206,10.8938006,2,69
107,52.0384136,10.8942527,2,69
108,52.0390059,10.8944404,2,66
109,52.0386115,10.8944132,2,66
110,52.038282,10.8941624,2,53
111,52.0382413,10.8944315,2,53
112,52.0386288,10.8948401,2,34
113,52.0383742,10.8949983,2,34
114,51.930433,11.0524623,2,25
115,51.9298211,11.0526422,2,25
116,51.9308704,11.0526226,2,55
117,51.930673,11.0530092,2,55
118,51.9309024,11.053375,2,40
119,51.9309217,11.0542898,2,40
120,51.9302734,11.0539615,2,3
121,51.9304833,11.05414,2,3
122,51.9307193,11.0545117,2,50
123,51.9309531,11.0551289,2,50
124,51.9300907,11.0546844,2,36
125,51.9298941,11.054847,2,36
126,51.9305572,11.0557748,2,18
127,51.9303544,11.0560274,2,18
128,51.3336186,5.5725473,2,12
129,51.3346982,5.5682608,2,12
130,51.3347731,5.5683177,2,15
131,51.3347062,5.5679961,2,15
132,51.3333614,5.568423,2,2
133,51.3333063,5.5683334,2,2
134,51.3346713,5.5679555,2,61
135,51.3337663,5.5673767,2,61
136,51.3336634,5.5670355,2,28
137,51.3334845,5.566839,2,28
138,51.3329495,5.567277,2,24
139,51.3331247,5.5655649,2,24
1,52.1155152,11.0481866,3,38
2,52.1155448,11.0479296,3,38
3,52.1174121,11.0480262,3,5
4,52.1174442,11.04816,3,5
5,52.1160681,11.0482968,3,18
6,52.115783,11.048115,3,18
7,52.1166729,11.0481805,3,25
8,52.1165747,11.048433,3,25
9,52.1169455,11.0480262,3,35
10,52.1168844,11.0478895,3,35
11,52.1147864,11.0475585,3,36
12,52.1145321,11.0479258,3,36
13,52.1161087,11.0480415,3,14
14,52.1160018,11.0478908,3,14
15,52.1189974,11.0488213,3,3
16,52.1190479,11.049098,3,3
17,52.1157561,11.0477167,3,61
18,52.1154275,11.0477302,3,61
19,52.1164256,11.0482907,3,32
20,52.1158732,11.0475949,3,32
21,52.1141777,11.0473901,3,54
22,52.1137615,11.0474514,3,54
23,52.1169884,11.0484538,3,62
24,52.1175125,11.0486053,3,62
25,52.1151968,11.0475674,3,34
26,52.1148704,11.0477318,3,34
27,52.1172659,11.0483441,3,65
28,52.1179938,11.0481919,3,65
29,52.1152905,11.0474481,3,43
30,52.1147348,11.0472778,3,43
31,52.1166236,11.0480742,3,47
32,52.1170839,11.0485747,3,47
33,52.1177461,11.0484987,3,45
34,52.118082,11.0487605,3,45
35,52.1179986,11.0485271,3,6
36,52.1184457,11.0486658,3,6
37,52.1185966,11.048892,3,57
38,52.1185923,11.0489776,3,57
39,52.1152047,11.047948,3,17
40,52.1150664,11.0480682,3,17
41,52.1163439,11.047868,3,29
42,52.1163741,11.0477376,3,29
43,52.1163651,11.0457747,3,10
44,52.1164592,11.0455305,3,10
45,52.1172304,11.0482367,3,16
46,52.1177667,11.0483867,3,16
47,52.117585,11.0487041,3,56
48,52.117585,11.0487041,3,56
49,52.1135361,11.0476639,3,27
50,52.1130299,11.047527,3,27
51,52.1152241,11.0454932,3,63
52,52.1157718,11.0450697,3,63
53,52.1185158,11.0483355,3,12
54,52.1190439,11.0484668,3,12
55,52.1176664,11.0461307,3,22
56,52.1182883,11.0462886,3,22
57,52.1182359,11.0460131,3,7
58,52.1183337,11.0457457,3,7
59,52.1188202,11.0461705,3,51
60,52.119095,11.0458476,3,51
61,52.117101,11.0461147,3,55
62,52.1170586,11.0459708,3,55
63,52.1140256,11.047636,3,2
64,52.1135397,11.0475011,3,2
65,52.1164892,11.0459422,3,26
66,52.1167497,11.0457514,3,26
67,52.1179077,11.0460699,3,41
68,52.1176926,11.0455826,3,41
69,52.1193331,11.0465874,3,49
70,52.1193831,11.0463204,3,49
71,52.1155281,11.0454131,3,46
72,52.1151267,11.0455968,3,46
73,52.1191738,11.049043,3,23
74,52.1196386,11.048994,3,23
75,52.1146754,11.0454472,3,60
76,52.1146754,11.0454472,3,60
77,52.1188282,11.0464389,3,67
78,52.1186983,11.0462749,3,67
79,52.1140322,11.0472557,3,15
80,52.1136686,11.0472518,3,15
81,52.117042,11.0454011,3,31
82,52.117303,11.0453531,3,31
83,52.117834,11.046328,3,52
84,52.1174608,11.0459508,3,52
85,52.1146887,11.0474324,3,53
86,52.1143003,11.0475894,3,53
87,52.1188394,11.0458999,3,13
88,52.1186084,11.0457028,3,13
89,52.1176376,11.0458531,3,40
90,52.1179662,11.0455385,3,40
91,52.1130385,11.0473604,3,68
92,52.1130265,11.0469923,3,68
93,52.1196007,11.0492451,3,39
94,52.1198053,11.0486869,3,39
95,52.1158117,11.0457508,3,50
96,52.1159597,11.0454116,3,50
97,52.1141856,11.0451991,3,24
98,52.1142515,11.0446618,3,24
99,52.1149573,11.0451268,3,64
100,52.1144956,11.0452777,3,64
101,52.1150998,11.0447706,3,28
102,52.114666,11.0446614,3,28
103,52.1146321,11.047783,3,8
104,52.113994,11.0477723,3,8
105,52.1193569,11.0460414,3,59
106,52.1196407,11.0463973,3,59
107,52.1185659,11.0465185,3,0
108,52.1191302,11.0466744,3,0
109,52.1147786,11.0453673,3,4
110,52.1144911,11.0451289,3,4
111,52.116401,11.0452472,3,58
112,52.1161606,11.0450582,3,58
113,52.1132557,11.0473132,3,44
114,52.1130194,11.0470951,3,44
115,52.1142449,11.0471626,3,37
116,52.1137685,11.0470311,3,37
117,52.115598,11.0452925,3,21
118,52.1156614,11.0449161,3,21
119,52.115019,11.0452938,3,33
120,52.1145643,11.0450256,3,33
121,52.1158137,11.0456615,3,9
122,52.1161125,11.0455786,3,9
123,52.1139753,11.0450016,3,48
124,52.1137362,11.045075,3,48
125,52.1174313,11.0583413,3,30
126,52.1178313,11.0583606,3,30
127,52.1180925,11.0585586,3,69
128,52.1184796,11.0585792,3,69
129,52.1190463,11.0587761,3,11
130,52.1190734,11.0593172,3,11
131,52.1193457,11.0589768,3,66
132,52.1195835,11.0591814,3,66
133,52.1179085,11.0593079,3,42
134,52.118731,11.058775,3,1
135,52.1188775,11.0589455,3,1
136,52.1183531,11.0594561,3,19
137,52.118581,11.0595316,3,19
138,52.1201106,11.059115,3,20
139,52.1200768,11.0592309,3,20
1,53.2705515,6.6310181,4,6
2,53.2714207,6.6304999,4,6
3,53.2710061,6.6320789,4,34
4,53.2711092,6.632068,4,34
5,53.268676,6.6288746,4,17
6,53.2688402,6.6287579,4,17
7,53.2715812,6.6314784,4,61
8,53.2722596,6.631383,4,61
9,53.268646,6.6283684,4,59
10,53.2683835,6.6283422,4,59
11,53.2676541,6.6285749,4,35
12,53.2675291,6.6285077,4,35
13,53.2669511,6.6287707,4,67
14,53.2665083,6.6283137,4,67
15,53.2678489,6.6279217,4,30
16,53.2671233,6.627715,4,30
17,53.266941,6.6279815,4,26
18,53.2665666,6.6280781,4,26
19,53.2668028,6.6276317,4,69
20,53.2669579,6.627212,4,69
21,53.2659877,6.6277143,4,53
22,53.2659527,6.627135,4,53
23,53.2667681,6.6267009,4,22
24,53.2662871,6.6263899,4,22
25,53.2660615,6.6270061,4,46
26,53.2659118,6.6266745,4,46
27,53.2645479,6.6351814,4,62
28,53.2640356,6.6351159,4,62
29,53.2642657,6.6350836,4,52
30,53.2642815,6.6356496,4,52
31,53.2652651,6.6362312,4,48
32,53.2654078,6.6370201,4,48
33,53.2659248,6.6373628,4,54
34,53.2654353,6.6373341,4,54
35,53.2637064,6.6356769,4,64
36,53.2642072,6.636499,4,64
37,53.2661793,6.6379127,4,2
38,53.2660591,6.637889,4,2
39,53.2662293,6.6376746,4,60
40,53.2664556,6.6381473,4,60
41,53.2652039,6.6378874,4,57
42,53.2651273,6.6378716,4,57
43,53.2667092,6.6385875,4,55
44,53.2666185,6.6386942,4,55
45,53.2735694,6.6352559,4,9
46,53.2787528,6.6362839,4,9
47,53.2652387,6.6397288,4,50
48,53.266003,6.6407945,4,50
49,53.2662559,6.6404715,4,15
50,53.2662265,6.640552,4,15
51,53.2665195,6.6407241,4,14
52,53.2661288,6.6411299,4,14
53,53.2604765,6.6368081,4,39
54,53.2601001,6.6373386,4,39
55,53.2592106,6.6349546,4,56
56,53.2588287,6.6346161,4,56
57,53.2604727,6.6369093,4,11
58,53.2602964,6.6370617,4,11
59,53.2596797,6.6352191,4,4
60,53.2595281,6.6356402,4,4
61,53.2592958,6.634757,4,19
62,53.2592833,6.6349281,4,19
63,53.2607513,6.6369157,4,16
64,53.2607483,6.6370553,4,16
65,53.2607265,6.6375482,4,49
66,53.2607607,6.6381007,4,49
67,53.2597045,6.6351029,4,36
68,53.2592793,6.6349154,4,36
69,53.2612685,6.6384696,4,23
70,53.2611657,6.6387028,4,23
71,53.2608009,6.637797,4,27
72,53.2608772,6.6384194,4,27
73,53.2595031,6.6359391,4,8
74,53.2592738,6.6359346,4,8
75,53.2610501,6.6391319,4,58
76,53.2611046,6.6393822,4,58
77,53.2620866,6.6393871,4,5
78,53.2619481,6.6395098,4,5
79,53.2586981,6.6341102,4,28
80,53.2582351,6.634139,4,28
81,53.2619145,6.6388962,4,32
82,53.2616216,6.6392209,4,32
83,53.261494,6.6393481,4,66
84,53.2613947,6.639539,4,66
85,53.2630312,6.6413379,4,21
86,53.2630432,6.6414823,4,21
87,53.2626451,6.6405467,4,7
88,53.2625806,6.6408238,4,7
89,53.2619801,6.6403082,4,51
90,53.2619474,6.6408155,4,51
91,53.2602452,6.6391334,4,37
92,53.2601612,6.6391179,4,37
93,53.2627289,6.641388,4,68
94,53.2630019,6.6416724,4,68
95,53.2629885,6.6407841,4,42
96,53.2630559,6.6410544,4,42
97,53.261183,6.6406237,4,29
98,53.2611493,6.6407512,4,29
99,53.2623095,6.6412747,4,40
100,53.2623639,6.6417898,4,40
101,53.2624406,6.6417649,4,47
102,53.262275,6.6418934,4,47
103,53.2633805,6.6426941,4,24
104,53.2632401,6.6427094,4,24
105,53.2640702,6.6428973,4,13
106,53.2638121,6.6432764,4,13
107,53.2619638,6.6421348,4,43
108,53.2618082,6.6424187,4,43
109,53.2635245,6.6434725,4,31
110,53.2633452,6.6436409,4,31
111,53.2711673,6.6445968,4,63
112,53.2730127,6.6444275,4,10
113,53.2732502,6.6449226,4,10
114,53.263316,6.6437779,4,65
115,53.2627997,6.6441985,4,65
116,53.2725164,6.6455147,4,33
117,53.2719343,6.6456791,4,33
118,53.2737323,6.6459155,4,25
119,53.2735471,6.6462171,4,25
120,53.273831,6.6457863,4,41
121,53.2746385,6.6472346,4,41
122,53.2748318,6.6480699,4,20
123,53.2753354,6.6479482,4,20
124,53.2759517,6.6491678,4,0
125,53.2757011,6.6493543,4,0
126,53.2761189,6.6491398,4,45
127,53.2767443,6.6502896,4,45
128,53.2771464,6.6505544,4,18
129,53.2774954,6.6508223,4,18
130,53.2739451,6.601858,4,12
131,53.2738593,6.6017938,4,12
132,53.2739933,6.6010469,4,38
133,53.2737264,6.5992258,4,38
134,53.2735194,6.5982088,4,3
135,53.273486,6.5980883,4,3
136,53.3760138,6.4639095,4,44
137,53.3759125,6.463542,4,44
138,53.3766682,6.4640756,4,1
139,53.3769125,6.4636872,4,1
